,節,開催日,Team,awayTeam,homeScore,awayScore,H or A_x,AGI_x,KAGI_x,CBP_x,shot_x,shot acc_x,possession_x,ACBP_x,PassCBP_x,InterceptP_x,DP_x,H or A_y,AGI_y,KAGI_y,CBP_y,shot_y,shot acc_y,possession_y,ACBP_y,PassCBP_y,InterceptP_y,DP_y
568,10,10.7,鳥栖,Ｇ大阪,1,2,H,57,49,12.5%,14,7.1%,64.1%,26.23,21.25,109.97,9.64,A,51,43,9.9%,11,18.2%,35.9%,9.93,9.45,85.21,15.7
94,10,8.16,鹿島,神戸,2,2,H,52,57,18.0%,20,10.0%,46.9%,15.23,10.67,74.49,8.71,A,43,48,10.1%,13,15.4%,53.1%,14.66,10.89,102.7,11.25
52,10,8.15,仙台,清水,0,0,H,57,46,11.5%,13,0.0%,44.7%,17.15,11.84,101.9,19.05,A,54,43,10.9%,14,0.0%,55.3%,18.58,16.5,64.62,14.46
130,10,8.15,浦和,広島,1,0,H,29,18,3.3%,3,33.3%,34.3%,6.16,5.27,42.24,26.02,A,82,71,20.5%,24,0.0%,65.7%,28.34,23.85,81.37,7.5
592,10,8.15,大分,横浜FM,1,0,H,39,51,6.5%,8,12.5%,42.0%,11.69,7.52,95.98,15.65,A,49,61,11.4%,14,0.0%,58.0%,19.65,17.34,85.78,9.06
288,10,8.15,横浜FC,湘南,4,2,H,50,42,14.4%,14,28.6%,50.0%,15.77,13.39,58.75,17.4,A,58,50,14.7%,15,13.3%,50.0%,19.31,14.25,93.53,8.02
10,10,8.15,札幌,川崎Ｆ,1,6,H,57,50,10.6%,12,8.3%,48.0%,18.21,13.84,101.54,9.44,A,50,43,14.3%,16,37.5%,52.0%,18.92,14.74,121.96,18.14
326,11,8.19,湘南,名古屋,0,1,H,39,56,6.7%,7,0.0%,44.8%,9.36,7.17,81.63,12.62,A,44,61,9.9%,12,0.0%,55.2%,13.13,9.93,81.68,11.11
520,11,8.19,広島,FC東京,3,3,H,66,49,12.6%,13,23.1%,63.2%,24.11,19.92,75.12,10.63,A,51,34,9.3%,10,30.0%,36.8%,9.71,7.07,80.99,19.95
276,11,8.19,横浜FC,鹿島,1,0,H,38,36,2.3%,3,33.3%,39.8%,9.28,7.89,75.34,19.05,A,64,62,11.7%,15,0.0%,60.2%,20.7,17.53,99.41,10.91
64,11,11.8,仙台,鳥栖,0,3,H,53,50,4.3%,5,0.0%,40.3%,8.42,6.93,82.61,14.05,A,50,47,15.8%,19,15.8%,59.7%,19.1,13.59,125.68,13.6
414,11,8.19,Ｇ大阪,浦和,1,3,H,57,55,19.1%,22,4.5%,62.5%,29.88,26.65,68.18,10.88,A,45,43,9.3%,10,30.0%,37.5%,13.12,12.57,69.58,16.25
228,11,8.19,川崎Ｆ,Ｃ大阪,5,2,H,68,66,15.0%,15,33.3%,52.2%,22.97,20.49,92.37,10.49,A,34,32,11.5%,12,16.7%,47.8%,13.83,12.47,102.96,11.53
32,11,8.19,札幌,大分,1,1,H,61,77,16.1%,20,5.0%,55.7%,23.57,19.08,80.0,6.44,A,23,39,7.0%,7,14.3%,44.3%,8.29,6.43,94.68,22.11
354,11,8.19,清水,横浜FM,3,4,H,47,34,13.7%,17,11.8%,47.9%,13.93,10.28,61.7,20.39,A,66,53,15.5%,17,23.5%,52.1%,19.21,16.12,66.48,13.41
484,11,8.19,神戸,柏,2,3,H,57,56,17.6%,21,9.5%,64.4%,23.45,18.36,62.2,6.34,A,44,43,13.4%,13,23.1%,35.6%,8.12,6.52,56.08,16.19
356,12,8.22,清水,横浜FC,2,3,H,61,52,18.4%,19,10.5%,44.2%,16.91,15.0,86.25,9.0,A,48,39,11.0%,12,25.0%,55.8%,19.21,15.49,81.69,14.64
544,12,9.16,鳥栖,札幌,0,2,H,38,42,5.1%,6,0.0%,50.4%,13.05,10.3,78.74,18.23,A,58,62,20.8%,21,9.5%,49.6%,21.53,18.02,85.4,9.22
266,12,8.23,横浜FM,広島,3,1,H,55,52,10.2%,13,23.1%,56.4%,21.21,16.54,92.28,13.9,A,48,45,9.6%,12,8.3%,43.6%,12.04,9.21,84.81,14.7
586,12,8.23,大分,柏,0,0,H,47,48,10.1%,10,0.0%,54.6%,16.92,11.84,47.93,16.77,A,52,53,17.4%,16,0.0%,45.4%,14.23,11.82,66.9,11.65
128,12,8.23,浦和,神戸,1,2,H,47,49,11.2%,13,7.7%,49.4%,14.7,12.16,74.91,11.2,A,51,53,17.0%,18,11.1%,50.6%,15.22,9.86,72.99,16.24
90,12,8.23,鹿島,Ｇ大阪,1,1,H,66,50,20.5%,25,4.0%,64.7%,25.77,20.3,106.31,9.93,A,50,34,8.3%,10,10.0%,35.3%,8.63,7.78,59.49,18.96
444,12,8.23,Ｃ大阪,仙台,2,1,H,50,50,9.1%,10,20.0%,50.3%,13.18,10.41,75.79,13.97,A,50,50,7.5%,8,12.5%,49.7%,12.09,10.88,93.01,10.82
386,12,8.23,名古屋,川崎Ｆ,1,0,H,45,35,8.0%,8,12.5%,40.2%,8.92,7.78,74.25,16.1,A,65,55,16.7%,16,0.0%,59.8%,27.43,25.54,76.05,10.22
186,12,8.23,FC東京,湘南,3,0,H,61,57,15.5%,17,17.6%,44.5%,16.24,13.74,84.15,10.53,A,43,39,6.9%,8,0.0%,55.5%,13.66,11.26,86.93,10.96
134,13,8.29,浦和,大分,2,1,H,45,42,10.1%,10,20.0%,48.9%,14.0,13.27,74.85,16.04,A,58,55,17.3%,17,5.9%,51.1%,19.37,15.41,68.48,11.36
418,13,8.29,Ｇ大阪,FC東京,1,3,H,46,51,15.8%,18,5.6%,57.2%,20.44,16.99,109.02,9.22,A,49,54,11.3%,13,23.1%,42.8%,12.81,12.18,82.5,13.05
20,13,8.29,札幌,名古屋,0,0,H,51,50,11.7%,14,0.0%,53.1%,16.05,13.89,115.57,11.65,A,50,49,9.6%,13,0.0%,46.9%,10.27,8.24,96.11,15.83
296,13,8.3,横浜FC,Ｃ大阪,1,2,H,57,47,15.8%,16,6.3%,60.3%,19.86,16.64,75.4,9.43,A,53,43,11.3%,11,18.2%,39.7%,10.97,8.52,47.96,20.21
336,13,10.21,湘南,鳥栖,0,0,H,58,53,2.4%,3,0.0%,44.6%,10.36,9.03,100.67,13.74,A,47,42,5.8%,7,0.0%,55.4%,10.07,9.28,91.59,19.08
140,13,8.29,柏,鹿島,2,3,H,48,34,9.7%,11,18.2%,42.8%,10.66,8.08,48.33,13.99,A,66,52,19.0%,22,13.6%,57.2%,20.8,14.95,95.57,9.34
512,13,8.29,広島,仙台,1,1,H,64,45,10.6%,13,7.7%,51.7%,18.56,13.9,128.41,13.43,A,55,36,12.1%,14,7.1%,48.3%,13.5,11.49,85.42,16.4
222,13,8.29,川崎Ｆ,清水,5,0,H,67,57,35.8%,39,12.8%,51.9%,25.18,19.97,109.47,10.7,A,43,33,7.5%,8,0.0%,48.1%,12.07,10.07,56.65,20.95
490,13,8.29,神戸,横浜FM,3,3,H,44,44,10.2%,14,21.4%,54.0%,15.88,11.04,87.07,13.51,A,56,56,11.1%,14,21.4%,46.0%,15.85,12.39,85.35,11.98
28,14,9.5,札幌,広島,0,2,H,48,51,16.8%,20,0.0%,61.0%,18.54,14.87,74.42,9.54,A,49,52,7.7%,9,22.2%,39.0%,10.18,9.04,89.74,18.69
56,14,9.5,仙台,Ｇ大阪,1,4,H,56,55,14.3%,18,5.6%,58.0%,16.26,10.28,74.8,11.8,A,45,44,13.8%,15,26.7%,42.0%,12.42,9.89,90.16,17.98
448,14,9.5,Ｃ大阪,浦和,3,0,H,41,40,11.8%,12,16.7%,46.3%,10.5,8.87,51.49,19.65,A,60,59,14.9%,15,0.0%,53.7%,19.93,16.09,78.51,9.54
348,14,9.5,清水,柏,1,2,H,58,53,12.3%,14,7.1%,55.6%,18.06,12.91,82.08,11.94,A,47,42,10.5%,12,16.7%,44.4%,11.89,10.71,82.37,13.43
250,14,9.5,横浜FM,川崎Ｆ,1,3,H,50,38,9.0%,11,9.1%,50.5%,21.9,16.23,93.04,18.49,A,62,50,10.7%,14,21.4%,49.5%,19.65,13.78,145.08,13.66
560,14,9.5,鳥栖,横浜FC,3,0,H,57,53,13.7%,14,21.4%,50.9%,15.19,12.63,112.47,12.28,A,47,43,9.3%,10,0.0%,49.1%,12.61,11.17,73.25,12.34
378,14,9.5,名古屋,鹿島,1,3,H,50,47,6.8%,8,12.5%,53.9%,15.55,13.64,75.47,12.45,A,53,50,10.9%,13,23.1%,46.1%,13.11,10.17,80.83,14.8
332,14,9.5,湘南,神戸,1,1,H,52,53,10.6%,12,8.3%,36.9%,11.09,8.77,101.54,13.75,A,47,48,14.8%,18,5.6%,63.1%,21.68,16.92,80.9,12.37
588,14,9.5,大分,FC東京,0,1,H,37,49,1.8%,2,0.0%,59.8%,15.79,15.79,63.91,9.91,A,51,63,13.3%,14,7.1%,40.2%,12.46,10.86,88.23,13.07
158,15,9.9,柏,Ｇ大阪,3,0,H,51,42,17.8%,19,15.8%,45.3%,18.3,13.0,95.29,16.2,A,58,49,13.3%,15,0.0%,54.7%,21.18,19.7,73.76,11.52
231,15,9.9,川崎Ｆ,神戸,3,2,H,56,50,16.1%,20,15.0%,44.6%,15.21,11.17,76.96,15.22,A,50,44,12.9%,15,13.3%,55.4%,16.9,12.94,100.8,10.0
184,15,9.9,FC東京,横浜FC,2,1,H,52,48,10.8%,11,18.2%,49.9%,13.15,10.9,75.58,12.77,A,52,48,11.3%,13,7.7%,50.1%,13.43,10.64,79.56,15.07
442,15,9.9,Ｃ大阪,札幌,2,0,H,38,38,9.0%,9,22.2%,38.7%,10.18,7.9,65.91,22.41,A,62,62,14.2%,15,0.0%,61.3%,24.01,16.69,95.78,5.58
530,15,9.9,広島,清水,4,1,H,70,51,17.1%,21,19.0%,43.4%,19.22,14.71,105.7,10.66,A,49,30,12.9%,15,6.7%,56.6%,16.23,12.63,82.46,15.26
596,15,9.9,大分,湘南,2,2,H,57,48,13.1%,16,12.5%,67.1%,24.3,20.13,95.26,8.11,A,52,43,3.8%,4,50.0%,32.9%,7.84,7.22,77.25,23.08
70,15,9.9,鹿島,仙台,2,1,H,63,55,13.1%,14,14.3%,56.6%,23.42,18.39,98.64,10.67,A,45,37,10.9%,12,8.3%,43.4%,9.99,7.25,74.2,13.49
132,15,9.9,浦和,鳥栖,2,2,H,57,45,16.2%,18,11.1%,51.2%,17.91,14.61,83.98,8.14,A,55,43,9.7%,11,18.2%,48.8%,13.93,12.32,86.82,17.13
388,15,9.9,名古屋,横浜FM,2,1,H,54,58,7.2%,9,22.2%,35.4%,8.22,6.79,81.56,11.52,A,42,46,6.2%,8,12.5%,64.6%,16.26,15.95,61.11,10.05
232,16,9.13,川崎Ｆ,広島,5,1,H,54,70,12.9%,15,33.3%,51.1%,22.64,17.57,106.24,12.92,A,30,46,7.1%,8,12.5%,48.9%,16.28,15.08,94.99,11.29
426,16,9.13,Ｇ大阪,湘南,0,1,H,58,54,17.1%,22,0.0%,58.3%,26.21,21.64,96.42,11.08,A,46,42,9.0%,11,9.1%,41.7%,11.9,9.4,85.41,18.01
344,16,9.12,清水,鹿島,1,2,H,43,32,8.5%,11,9.1%,52.3%,13.04,9.67,70.51,13.04,A,68,57,22.5%,25,8.0%,47.7%,20.42,15.5,105.82,10.71
292,16,9.13,横浜FC,名古屋,3,2,H,45,29,12.1%,12,25.0%,40.1%,11.98,10.0,60.98,26.12,A,71,55,12.4%,14,14.3%,59.9%,24.39,19.06,77.72,7.44
262,16,9.13,横浜FM,Ｃ大阪,1,2,H,71,55,19.1%,21,4.8%,57.3%,30.61,27.45,102.0,11.89,A,45,29,12.7%,14,14.3%,42.7%,15.47,9.95,72.28,25.39
66,16,9.13,仙台,大分,0,3,H,44,50,12.8%,14,0.0%,44.6%,10.44,8.34,62.07,13.21,A,50,56,13.5%,14,21.4%,55.4%,17.01,13.09,78.44,13.31
4,16,9.13,札幌,浦和,3,4,H,71,53,22.8%,26,7.7%,61.1%,27.4,19.79,99.74,10.89,A,47,29,7.8%,8,50.0%,38.9%,11.57,8.92,60.98,26.2
486,16,9.12,神戸,FC東京,2,2,H,46,47,11.4%,12,16.7%,62.3%,15.48,14.2,66.9,11.12,A,53,54,8.3%,9,22.2%,37.7%,12.84,10.05,87.99,13.06
552,16,9.13,鳥栖,柏,2,1,H,47,42,10.7%,12,16.7%,54.9%,15.38,11.34,67.77,17.91,A,58,53,11.9%,13,7.7%,45.1%,17.44,14.87,88.81,9.3
594,17,9.2,大分,横浜FC,1,0,H,47,60,9.1%,11,9.1%,47.7%,12.45,9.94,88.75,12.73,A,40,53,9.7%,11,0.0%,52.3%,13.71,12.13,102.33,13.04
112,17,9.2,浦和,川崎Ｆ,0,3,H,43,37,7.1%,8,0.0%,42.3%,11.66,10.1,82.51,11.84,A,63,57,21.9%,25,12.0%,57.7%,26.51,21.87,103.3,12.95
324,17,9.19,湘南,清水,0,3,H,58,48,7.9%,9,0.0%,45.2%,12.23,10.6,89.32,8.49,A,52,42,16.2%,18,16.7%,54.8%,18.56,13.82,71.38,17.04
558,17,9.19,鳥栖,横浜FM,1,3,H,50,41,10.4%,12,8.3%,54.7%,18.9,15.54,109.51,17.48,A,59,50,13.7%,16,18.8%,45.3%,22.67,18.32,106.02,13.55
446,17,9.19,Ｃ大阪,鹿島,1,2,H,52,31,10.7%,13,7.7%,54.1%,14.79,12.4,69.25,14.13,A,69,48,9.8%,11,18.2%,45.9%,13.78,11.02,85.86,16.5
172,17,9.2,FC東京,仙台,1,0,H,48,53,9.8%,12,8.3%,44.1%,10.77,10.03,102.51,14.91,A,47,52,10.1%,12,0.0%,55.9%,13.62,12.6,69.98,10.92
400,17,9.19,名古屋,神戸,2,1,H,54,72,11.0%,13,15.4%,41.6%,12.57,11.38,98.0,10.24,A,28,46,7.8%,9,11.1%,58.4%,15.29,14.89,87.06,17.17
22,17,9.19,札幌,Ｇ大阪,0,1,H,49,54,8.3%,11,0.0%,56.7%,19.14,16.4,123.12,12.64,A,46,51,6.1%,8,12.5%,43.3%,11.72,9.8,119.8,21.72
164,17,9.19,柏,広島,1,1,H,56,45,13.3%,19,5.3%,50.0%,17.35,14.22,136.29,13.05,A,55,44,5.5%,7,14.3%,50.0%,15.51,12.81,101.82,20.46
7,18,9.23,札幌,柏,0,1,H,49,54,4.6%,6,0.0%,54.2%,18.18,13.03,103.53,13.11,A,46,51,8.5%,12,8.3%,45.8%,13.45,9.67,110.68,17.56
507,18,9.23,神戸,鳥栖,4,3,H,44,54,9.1%,8,50.0%,40.9%,12.6,10.96,95.19,14.23,A,46,56,9.6%,9,33.3%,59.1%,18.61,16.71,66.06,8.43
609,18,9.23,大分,広島,0,2,H,34,70,6.8%,6,0.0%,52.0%,11.56,11.16,79.72,12.55,A,30,66,5.5%,5,40.0%,48.0%,11.5,10.87,74.37,9.47
431,18,9.23,Ｇ大阪,名古屋,2,1,H,55,46,14.9%,18,11.1%,54.1%,23.67,20.73,111.01,13.09,A,54,45,6.8%,8,12.5%,45.9%,13.03,11.34,79.66,11.8
195,18,9.23,FC東京,Ｃ大阪,2,0,H,56,62,12.6%,13,15.4%,34.9%,11.94,9.85,82.46,12.11,A,38,44,15.9%,17,0.0%,65.1%,15.18,13.53,72.04,11.01
347,18,9.23,清水,浦和,1,2,H,61,64,13.8%,15,6.7%,57.1%,22.28,18.12,111.92,12.17,A,36,39,6.2%,7,28.6%,42.9%,9.71,8.98,83.7,19.34
241,18,9.23,横浜FM,仙台,3,1,H,64,61,17.4%,24,12.5%,67.2%,33.74,25.27,142.06,15.7,A,39,36,6.6%,9,11.1%,32.8%,8.88,7.32,129.68,24.72
219,18,9.23,川崎Ｆ,横浜FC,3,2,H,69,73,21.0%,22,13.6%,51.2%,22.29,19.55,94.32,8.35,A,27,31,9.1%,9,22.2%,48.8%,12.84,12.4,83.57,17.12
85,18,9.23,鹿島,湘南,1,0,H,56,60,10.7%,14,7.1%,64.9%,20.56,18.51,93.39,10.2,A,40,44,7.0%,9,0.0%,35.1%,8.98,6.55,92.05,20.66
59,19,9.27,仙台,Ｃ大阪,2,3,H,47,52,8.3%,9,22.2%,41.2%,9.22,7.05,79.69,13.57,A,48,53,16.8%,19,15.8%,58.8%,16.2,12.71,88.15,14.05
149,19,9.27,柏,横浜FM,1,3,H,58,50,12.8%,17,5.9%,40.7%,12.93,9.87,117.24,17.21,A,50,42,7.5%,10,20.0%,59.3%,18.84,15.93,88.84,19.34
101,19,9.27,鹿島,大分,0,2,H,59,69,15.5%,18,0.0%,54.3%,22.01,19.02,108.39,13.66,A,31,41,4.2%,5,40.0%,45.7%,9.92,8.26,81.19,23.24
555,19,9.27,鳥栖,FC東京,3,0,H,42,45,6.5%,8,37.5%,54.2%,13.32,10.99,97.17,17.32,A,55,58,9.7%,12,0.0%,45.8%,15.59,11.5,100.07,9.72
535,19,9.27,広島,Ｇ大阪,1,2,H,60,46,13.3%,17,5.9%,57.2%,21.89,17.06,86.49,8.67,A,54,40,8.9%,11,18.2%,42.8%,14.41,11.62,78.74,18.87
477,19,9.26,神戸,札幌,4,0,H,37,41,10.2%,12,33.3%,46.2%,14.17,9.67,107.36,21.93,A,59,63,12.5%,16,0.0%,53.8%,23.89,21.04,110.82,8.93
117,19,9.26,浦和,横浜FC,0,2,H,55,61,13.5%,14,0.0%,53.6%,22.79,22.07,78.29,7.67,A,39,45,8.0%,8,25.0%,46.4%,10.65,9.6,82.29,16.72
319,19,9.27,湘南,川崎Ｆ,0,1,H,46,31,5.9%,6,0.0%,42.7%,13.44,11.65,59.98,17.59,A,69,54,19.1%,22,4.5%,57.3%,32.24,27.27,114.55,11.54
395,19,9.26,名古屋,清水,3,1,H,35,49,11.7%,11,27.3%,54.1%,13.45,10.7,73.83,13.34,A,51,65,11.6%,11,9.1%,45.9%,14.92,13.0,59.22,9.48
265,20,10.4,横浜FM,神戸,2,3,H,81,86,22.7%,29,6.9%,62.1%,33.51,27.82,102.56,7.27,A,14,19,2.5%,3,100.0%,37.9%,7.58,6.37,66.94,31.14
599,20,10.3,大分,清水,2,1,H,41,71,10.0%,10,20.0%,49.6%,16.88,12.77,101.13,11.61,A,29,59,8.2%,8,12.5%,50.4%,13.75,11.92,85.41,9.54
281,20,10.3,横浜FC,柏,0,3,H,54,48,13.7%,16,0.0%,59.5%,19.14,17.37,84.77,12.31,A,52,46,14.6%,15,20.0%,40.5%,16.57,10.54,80.34,16.26
317,20,10.4,湘南,FC東京,0,1,H,42,50,3.0%,4,0.0%,52.3%,11.38,8.51,107.9,13.96,A,50,58,7.2%,10,10.0%,47.7%,12.67,9.0,119.23,13.72
541,20,10.3,広島,鳥栖,3,0,H,65,62,16.5%,18,16.7%,50.2%,21.32,16.17,118.21,8.59,A,38,35,4.9%,5,0.0%,49.8%,14.14,11.92,71.13,15.08
413,20,10.3,Ｇ大阪,鹿島,2,0,H,50,39,9.4%,12,16.7%,48.7%,12.94,10.92,103.19,18.35,A,61,50,19.8%,26,0.0%,51.3%,19.1,14.83,92.83,11.77
123,20,10.4,浦和,名古屋,0,1,H,39,59,6.1%,7,0.0%,58.2%,14.06,13.32,80.49,9.32,A,41,61,9.2%,10,10.0%,41.8%,8.87,6.37,83.94,13.31
455,20,10.3,Ｃ大阪,川崎Ｆ,1,3,H,48,28,12.3%,13,7.7%,44.0%,14.11,11.46,83.8,16.44,A,72,52,13.7%,13,15.4%,56.0%,29.29,25.04,95.08,13.77
1,20,10.3,札幌,仙台,3,3,H,60,51,15.4%,16,18.8%,63.9%,25.16,17.21,80.09,8.78,A,49,40,12.1%,13,23.1%,36.1%,8.94,6.3,68.97,17.41
193,21,10.1,FC東京,Ｇ大阪,0,1,H,65,59,11.3%,18,0.0%,53.7%,12.19,10.92,103.08,13.57,A,41,35,7.9%,11,9.1%,46.3%,6.76,4.63,112.62,21.94
551,21,10.1,鳥栖,浦和,0,1,H,55,48,9.0%,11,0.0%,58.6%,18.88,14.34,94.05,10.47,A,52,45,13.8%,15,6.7%,41.4%,13.76,9.78,89.34,10.99
163,21,10.1,柏,神戸,4,3,H,48,50,9.7%,11,36.4%,38.6%,11.55,9.39,91.1,16.63,A,50,52,17.2%,21,14.3%,61.4%,23.86,17.62,89.09,13.68
83,21,10.1,鹿島,横浜FC,3,2,H,57,55,13.6%,17,11.8%,58.3%,20.59,16.54,91.11,10.06,A,45,43,7.6%,9,22.2%,41.7%,10.03,7.99,95.73,18.89
369,21,10.1,清水,広島,2,3,H,54,46,11.8%,14,14.3%,58.0%,19.31,14.59,98.1,11.94,A,54,46,8.8%,10,30.0%,42.0%,13.81,12.0,88.86,19.71
399,21,10.1,名古屋,Ｃ大阪,1,0,H,59,46,12.0%,12,8.3%,55.8%,20.86,15.8,54.14,10.32,A,54,41,6.7%,6,0.0%,44.2%,13.69,12.13,61.8,14.85
271,21,10.1,横浜FM,大分,4,0,H,56,65,11.7%,15,26.7%,45.6%,19.52,15.39,96.12,13.33,A,35,44,3.7%,5,0.0%,54.4%,15.92,13.76,96.67,13.62
17,21,10.1,札幌,湘南,2,1,H,48,63,12.2%,15,13.3%,55.2%,17.25,14.71,90.73,12.06,A,37,52,3.8%,5,20.0%,44.8%,8.7,7.54,92.97,15.07
207,21,10.1,川崎Ｆ,仙台,1,0,H,71,65,19.3%,22,4.5%,60.0%,27.16,22.8,108.39,13.28,A,35,29,7.3%,8,0.0%,40.0%,10.02,7.13,81.52,20.56
423,22,10.14,Ｇ大阪,横浜FM,1,1,H,65,48,12.8%,18,5.6%,51.0%,17.63,14.87,135.35,15.48,A,52,35,7.1%,10,0.0%,49.0%,16.74,15.12,106.26,21.4
375,22,10.14,名古屋,札幌,3,0,H,51,47,12.3%,14,21.4%,43.7%,13.9,10.83,87.8,14.56,A,53,49,5.3%,6,0.0%,56.3%,17.48,14.03,91.64,9.26
143,22,10.14,柏,浦和,1,1,H,62,44,11.6%,14,7.1%,51.6%,16.75,13.4,89.02,12.87,A,56,38,20.2%,23,4.3%,48.4%,15.74,12.14,78.27,21.15
549,22,10.14,鳥栖,鹿島,0,2,H,49,49,13.0%,15,0.0%,58.3%,18.87,13.23,87.88,10.57,A,51,51,11.4%,13,15.4%,41.7%,14.45,9.66,96.05,14.04
461,22,10.14,Ｃ大阪,湘南,1,0,H,43,47,10.7%,13,7.7%,54.3%,11.09,10.41,95.09,12.86,A,53,57,9.3%,10,0.0%,45.7%,12.83,9.66,97.97,16.5
49,22,10.14,仙台,横浜FC,0,0,H,50,43,4.5%,5,0.0%,32.4%,7.19,5.94,74.54,21.94,A,57,50,8.1%,10,0.0%,67.6%,18.78,17.1,97.19,14.37
509,22,10.14,神戸,大分,1,1,H,38,56,7.1%,8,12.5%,51.2%,15.02,11.68,86.08,13.78,A,44,62,10.8%,13,0.0%,48.8%,14.25,9.53,94.42,9.79
189,22,10.14,FC東京,清水,3,1,H,53,49,11.9%,14,21.4%,43.8%,10.92,9.34,103.47,11.08,A,51,47,8.7%,9,11.1%,56.2%,18.55,15.07,73.68,10.8
523,22,10.14,広島,川崎Ｆ,0,2,H,64,49,8.0%,11,0.0%,47.5%,16.68,14.62,104.09,9.84,A,51,36,11.2%,12,16.7%,52.5%,16.97,14.85,102.47,21.26
603,23,10.18,大分,Ｇ大阪,0,1,H,49,54,9.3%,12,0.0%,53.9%,16.14,13.03,103.35,14.65,A,46,51,11.9%,13,7.7%,46.1%,16.38,13.33,92.59,18.51
457,23,10.17,Ｃ大阪,横浜FM,4,1,H,53,40,12.5%,18,22.2%,42.3%,15.28,9.76,105.11,19.69,A,60,47,9.9%,13,7.7%,57.7%,22.32,18.9,95.93,17.59
283,23,10.18,横浜FC,FC東京,1,0,H,38,38,6.5%,8,12.5%,57.5%,11.99,9.52,70.29,18.4,A,62,62,19.8%,25,0.0%,42.5%,12.85,9.22,101.72,8.78
3,23,10.18,札幌,鹿島,1,0,H,46,47,8.8%,13,7.7%,46.2%,13.52,10.2,131.08,17.16,A,53,54,6.3%,10,0.0%,53.8%,18.22,13.54,122.71,13.07
225,23,10.18,川崎Ｆ,名古屋,3,0,H,57,60,17.5%,18,16.7%,47.3%,22.14,17.02,92.06,14.09,A,40,43,13.5%,15,0.0%,52.7%,15.17,13.57,90.36,12.32
315,23,10.18,湘南,柏,3,2,H,63,53,6.9%,9,33.3%,49.8%,12.5,9.57,105.58,12.78,A,47,37,9.9%,13,15.4%,50.2%,11.02,9.45,106.49,13.29
539,23,10.18,広島,神戸,2,1,H,60,54,14.3%,18,11.1%,42.1%,16.9,14.47,129.8,16.44,A,46,40,6.8%,9,11.1%,57.9%,20.24,18.11,110.07,17.14
105,23,10.18,浦和,仙台,6,0,H,60,44,15.4%,18,33.3%,40.6%,17.67,13.48,112.45,16.04,A,56,40,15.3%,18,0.0%,59.4%,20.46,15.44,103.35,14.95
371,23,10.18,清水,鳥栖,1,1,H,41,30,3.9%,4,25.0%,39.4%,7.83,7.31,48.01,20.79,A,70,59,21.9%,23,4.3%,60.6%,25.22,19.41,122.67,8.82
203,24,9.16,FC東京,大分,2,3,H,55,61,18.6%,21,9.5%,46.7%,18.45,14.94,84.6,10.93,A,39,45,12.4%,13,23.1%,53.3%,13.8,10.63,89.23,16.23
127,24,10.24,浦和,Ｃ大阪,3,1,H,57,44,16.5%,16,18.8%,42.4%,14.22,11.45,85.43,13.72,A,56,43,12.4%,14,7.1%,57.6%,17.04,13.12,59.29,12.67
257,24,9.16,横浜FM,清水,3,0,H,80,65,16.0%,19,15.8%,63.7%,35.3,27.3,133.96,10.03,A,35,20,5.2%,6,0.0%,36.3%,7.82,6.19,77.75,31.32
488,24,8.26,神戸,川崎Ｆ,2,2,H,48,53,13.0%,15,13.3%,56.2%,17.57,15.71,104.59,14.22,A,47,52,7.4%,9,22.2%,43.8%,14.83,11.78,91.96,15.29
377,24,10.24,名古屋,仙台,1,0,H,52,95,12.9%,17,5.9%,61.2%,19.3,13.92,99.29,11.18,A,5,48,0.9%,1,0.0%,38.8%,8.03,6.21,94.07,17.09
15,24,10.24,札幌,横浜FC,3,0,H,55,57,16.9%,20,15.0%,50.7%,16.43,12.75,136.13,11.94,A,43,45,4.8%,6,0.0%,49.3%,12.55,11.42,92.29,18.98
97,24,10.24,鹿島,広島,1,0,H,65,42,13.1%,17,5.9%,49.3%,16.02,12.89,102.17,16.96,A,58,35,8.0%,10,0.0%,50.7%,17.18,12.45,73.7,17.31
563,24,10.25,鳥栖,湘南,2,2,H,52,54,10.3%,12,16.7%,61.1%,18.85,15.5,84.02,11.54,A,46,48,10.2%,11,18.2%,38.9%,14.41,10.16,103.41,20.44
417,24,10.24,Ｇ大阪,柏,2,1,H,49,45,10.2%,13,7.7%,45.2%,14.65,11.39,105.39,17.87,A,55,51,14.3%,19,5.3%,54.8%,19.64,15.32,101.14,12.74
215,25,10.31,川崎Ｆ,FC東京,2,1,H,77,51,23.7%,27,7.4%,63.9%,34.28,29.53,103.21,8.03,A,49,23,9.3%,10,10.0%,36.1%,10.3,8.17,72.72,14.94
503,25,9.16,神戸,Ｃ大阪,0,1,H,75,69,22.4%,22,0.0%,68.3%,29.14,24.82,81.18,5.11,A,31,25,14.0%,12,8.3%,31.7%,5.98,4.73,40.35,24.16
155,25,10.31,柏,清水,0,0,H,50,50,11.4%,14,0.0%,46.9%,17.68,14.92,121.14,12.43,A,50,50,11.4%,14,0.0%,53.1%,15.99,13.3,109.87,14.22
89,25,10.31,鹿島,名古屋,0,2,H,55,58,8.1%,11,0.0%,57.6%,16.78,14.98,106.61,9.54,A,42,45,6.8%,9,22.2%,42.4%,8.76,6.49,92.79,20.54
323,25,10.31,湘南,横浜FC,1,0,H,52,56,8.8%,10,10.0%,37.8%,10.86,9.54,122.2,9.48,A,44,48,14.9%,17,0.0%,62.2%,16.48,11.95,78.69,13.83
